,NU_INSCRICAO,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_ST_CONCLUSAO,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,NU_NOTA_REDACAO,ESC_PAI,ESC_MAE,PESSOAS_RESIDENCIA,BANHEIRO,QUARTOS,CARRO,CELULAR,FIXO,COMPUTADOR,INTERNET,Q026,TIPO_EM,RENDA,NOTA_TESTES,NOTA_ENEM
125848,170005748166,RJ,17.0,M,0.0,2,0,596.7,632.8,566.7,685.4,0,680.0,C,C,4.0,B,B,A,C,A,B,B,B,A,1873.7726461045984,2481.6,3161.6
145256,170006003544,SP,17.0,M,0.0,2,0,599.3,607.8,572.6,640.4,1,540.0,C,F,3.0,B,D,C,D,B,B,B,B,A,6966.947203663171,2420.1,2960.1
91357,170001245041,MG,17.0,F,0.0,3,1,563.5,601.2,474.2,529.7,0,540.0,F,E,5.0,E,D,B,B,B,D,B,C,D,5128.940704292796,2168.600000000001,2708.600000000001
147342,170002538034,SP,17.0,F,0.0,2,0,511.8,587.1,549.6,553.9,0,720.0,D,C,4.0,B,D,C,D,A,B,B,B,A,4111.509797210664,2202.4,2922.4
5469,170006715403,AP,49.0,F,0.0,1,0,560.5,474.2,351.3,507.1,1,380.0,H,A,7.0,B,C,A,C,A,B,A,A,A,1022.8294622401847,1893.1,2273.1
156540,170004520025,RJ,20.0,F,0.0,1,0,425.7,572.5,551.4,561.6,0,500.0,B,B,3.0,B,C,B,C,B,B,B,A,A,2276.092675038345,2111.2,2611.2
162242,170006192061,MG,18.0,F,0.0,2,0,470.7,419.6,484.2,413.5,1,280.0,C,C,5.0,B,C,B,D,A,A,A,B,A,95.39468539443381,1788.0,2068.0
67018,170001452165,SC,20.0,F,0.0,1,0,491.0,557.4,526.3,571.4,1,480.0,B,B,5.0,B,D,B,C,A,A,B,A,A,3346.593050310113,2146.1,2626.1
154538,170001105893,SC,18.0,M,0.0,1,0,475.4,506.1,452.6,662.5,0,240.0,B,E,4.0,B,D,B,C,B,B,B,A,A,2513.288659547161,2096.6,2336.6
49693,170000538766,SP,19.0,M,0.0,2,0,481.7,490.4,493.3,452.0,1,520.0,E,H,2.0,B,B,A,C,A,A,A,B,A,0.0,1917.4,2437.4
57472,170004105870,SP,17.0,F,0.0,2,0,461.7,508.6,467.5,454.0,0,580.0,D,C,4.0,B,B,B,C,B,B,B,B,A,0.0,1891.8,2471.8
40724,170003928046,BA,20.0,F,0.0,1,0,523.7,444.5,494.9,382.7,1,540.0,C,E,4.0,B,D,A,D,A,A,A,A,A,542.0519414336256,1845.8,2385.8
24861,170006608065,ES,20.0,M,0.0,1,0,414.5,481.2,401.4,384.6,1,520.0,B,B,3.0,B,C,A,B,A,A,A,A,A,396.3222785079805,1681.6999999999994,2201.7
186890,170005750355,MG,20.0,M,0.0,1,0,573.6,567.9,519.9,603.3,0,500.0,E,B,4.0,B,D,A,A,A,B,B,A,A,934.1467963593907,2264.7,2764.7
187543,170001242419,BA,32.0,F,0.0,1,0,516.0,467.6,448.7,499.4,1,500.0,B,E,3.0,B,C,A,B,A,A,A,A,A,431.8494421655908,1931.7,2431.7
155288,170002079164,SP,17.0,M,0.0,2,0,488.3,548.7,472.2,399.2,0,460.0,F,E,3.0,C,E,B,D,B,B,B,B,D,4376.302452907176,1908.4,2368.4
188959,170006146081,RS,22.0,F,0.0,1,0,544.6,505.2,518.7,603.5,1,640.0,F,D,3.0,B,D,A,D,B,B,B,A,A,1809.2392705224802,2172.0,2812.0
197966,170004365221,PA,20.0,M,0.0,1,0,459.9,532.5,508.6,396.5,1,680.0,C,E,7.0,B,C,A,B,A,A,A,A,A,177.15820402352009,1897.5,2577.5
183701,170002739593,DF,17.0,M,0.0,2,0,547.8,480.5,524.6,574.8,0,480.0,E,E,4.0,C,D,B,D,B,B,B,B,A,3955.7426825802495,2127.7,2607.7
189408,170001062074,SP,18.0,F,0.0,2,0,454.3,435.8,467.3,361.5,0,420.0,B,C,5.0,B,E,B,E,A,B,B,B,A,1735.4988121116378,1718.9,2138.9
119850,170002428599,MG,21.0,M,0.0,1,0,486.5,589.3,560.9,572.7,0,520.0,C,B,7.0,D,D,A,B,A,B,B,A,A,3041.381123959632,2209.4,2729.4
167478,170002310562,DF,17.0,M,0.0,2,0,592.8,617.8,599.8,688.9,0,700.0,F,F,3.0,C,D,B,D,A,B,B,B,A,4235.301242849972,2499.3,3199.3
147863,170005647956,PE,17.0,M,0.0,2,0,399.0,512.1,507.8,500.6,0,440.0,D,D,5.0,B,D,A,B,A,B,B,B,A,646.3266993101198,1919.5,2359.5
97580,170002639973,PE,18.0,M,0.0,2,0,634.8,643.8,612.7,592.3,0,580.0,G,G,4.0,C,D,C,E,B,E,B,B,D,22494.638588050926,2483.6,3063.6
21525,170006446469,TO,20.0,F,0.0,1,0,434.9,440.5,476.9,450.2,1,320.0,E,E,4.0,C,C,A,B,A,B,B,A,A,2567.7307346653124,1802.5,2122.5
119487,170005921060,PI,20.0,F,0.0,1,0,456.9,464.7,497.9,357.7,1,560.0,C,D,3.0,B,C,B,C,A,A,B,A,A,1744.1614247493558,1777.2,2337.2
115833,170004472358,PA,37.0,F,,1,0,562.1,652.1,650.4,644.3,0,580.0,G,E,4.0,D,D,C,D,B,D,B,A,A,2898.173901424125,2508.9,3088.9
35898,170006439435,PI,17.0,M,0.0,2,0,491.0,560.0,484.5,553.0,1,620.0,G,D,6.0,B,C,A,C,A,A,A,B,A,1608.819257722105,2088.5,2708.5
182091,170002110088,PR,24.0,F,,1,0,451.8,459.6,505.8,541.5,1,480.0,B,B,3.0,B,C,B,C,A,A,B,A,A,2031.5428324201828,1958.7,2438.7
176062,170006724169,PA,28.0,F,0.0,1,0,489.0,459.2,548.3,473.6,1,600.0,E,E,5.0,B,C,A,C,A,A,A,A,A,1207.8258428874008,1970.1,2570.1
144919,170000113838,SP,21.0,F,0.0,1,0,426.1,399.2,388.9,410.6,0,440.0,F,F,4.0,B,C,B,C,A,E,B,A,A,3214.2985569003913,1624.7999999999995,2064.8
108269,170001493264,AM,19.0,M,0.0,1,0,388.8,469.9,472.8,468.5,1,560.0,C,C,6.0,B,D,A,D,A,B,A,A,A,5116.007408308878,1800.0,2360.0
110058,170006385390,PE,25.0,F,0.0,1,0,584.0,429.7,534.0,513.1,0,520.0,C,B,2.0,C,D,A,B,A,B,B,A,A,2224.904660288313,2060.8,2580.8
187514,170003881267,CE,17.0,M,0.0,3,1,465.4,485.0,497.9,557.5,1,0.0,G,G,5.0,B,C,B,B,A,B,B,C,A,420.12593438565256,2005.8,2005.8
74119,170002188792,MG,15.0,M,0.0,3,1,613.4,568.0,576.2,674.3,0,840.0,G,E,3.0,C,D,B,D,B,B,B,C,E,2479.554889077257,2431.9,3271.9
127964,170005515759,MA,22.0,F,0.0,1,0,444.7,583.7,545.8,585.0,0,540.0,B,B,4.0,B,D,A,C,A,A,A,A,A,637.7030853432742,2159.2,2699.2
76411,170006671151,SP,20.0,M,0.0,1,0,506.8,605.6,550.0,591.9,1,600.0,E,E,4.0,B,C,C,E,A,B,A,A,A,1990.5570782043528,2254.3,2854.3
130604,170000575880,PA,20.0,F,0.0,2,0,433.9,444.6,453.2,365.2,1,400.0,B,E,5.0,B,C,A,C,A,A,A,B,A,684.0608746150598,1696.9,2096.9
36859,170004026507,PE,19.0,F,0.0,1,0,421.0,480.1,465.0,368.7,1,400.0,B,F,4.0,B,C,A,B,A,A,A,A,C,443.1793285024087,1734.8,2134.8
181763,170000575133,SP,18.0,F,0.0,2,0,598.2,575.5,522.9,461.1,0,560.0,E,F,6.0,E,E,C,E,B,D,B,B,D,4316.955390203814,2157.7,2717.7
50672,170005087257,PE,18.0,F,0.0,1,0,611.5,570.2,512.2,538.5,1,780.0,C,B,5.0,B,D,A,B,A,B,B,A,A,476.63168162125083,2232.4,3012.4
153715,170000071538,RO,21.0,F,0.0,1,0,560.2,547.2,561.9,627.8,1,700.0,B,C,1.0,B,C,A,B,A,A,A,A,E,824.4062127494905,2297.100000000001,2997.1000000000013
103144,170001878868,AL,37.0,M,2.0,1,0,541.7,384.3,502.6,470.6,1,520.0,B,E,6.0,B,D,A,C,A,A,A,A,A,1582.222289780311,1899.2,2419.2
126971,170001057683,PR,17.0,F,0.0,2,0,581.6,530.1,574.3,411.1,0,560.0,F,G,4.0,E,D,C,E,B,E,B,B,D,16090.16057069095,2097.1,2657.1
27032,170000081291,PR,22.0,F,0.0,1,0,664.9,619.0,586.6,763.7,0,860.0,D,C,3.0,B,D,B,D,B,B,B,A,A,3498.2418982806585,2634.2,3494.2
44554,170000864131,PE,16.0,M,0.0,3,1,474.7,592.1,566.7,716.9,0,720.0,F,G,4.0,C,D,C,D,A,D,B,C,D,4886.008255476682,2350.4,3070.4
193431,170000228881,ES,23.0,F,0.0,1,0,423.3,473.2,469.0,401.7,1,480.0,D,E,3.0,B,C,A,B,A,B,A,A,A,737.7427670005313,1767.2,2247.2
186421,170004481585,BA,23.0,F,0.0,1,0,482.2,574.8,591.2,593.1,1,660.0,H,F,4.0,B,B,A,D,A,B,B,A,A,2758.5162120697114,2241.3,2901.3
141785,170002623079,RO,18.0,M,0.0,2,0,556.9,499.4,404.5,503.0,1,360.0,E,G,3.0,B,C,B,C,B,A,B,B,C,3955.7137719153193,1963.8,2323.8
7708,170004899348,AP,19.0,M,0.0,1,0,547.4,606.9,569.2,672.6,1,600.0,E,E,8.0,B,B,A,B,A,A,A,A,A,465.2735164945882,2396.1,2996.1
71145,170000707848,PI,20.0,F,0.0,1,0,471.8,567.2,548.1,525.5,1,700.0,F,D,3.0,B,D,B,D,A,C,B,A,D,2545.8964206380992,2112.6,2812.6
121320,170006363052,RJ,17.0,F,0.0,2,0,474.0,480.2,565.3,593.1,1,540.0,D,E,4.0,B,D,B,D,A,B,B,B,E,2279.674075349061,2112.6,2652.6
70406,170002454926,SC,18.0,M,0.0,2,0,567.9,508.8,501.3,363.8,0,540.0,G,E,4.0,C,D,B,E,A,B,B,B,A,6097.982437278713,1941.8,2481.8
178633,170001381763,CE,16.0,M,0.0,3,1,614.4,597.9,545.6,490.1,0,760.0,E,E,4.0,C,D,B,E,A,B,B,C,E,6123.734488001973,2248.0,3008.0
163263,170001170810,GO,16.0,M,0.0,3,1,624.8,582.0,581.3,667.4,0,600.0,G,G,4.0,E,E,C,E,A,D,B,B,D,7872.846047467636,2455.5,3055.5
76810,170000061290,MG,16.0,M,0.0,3,1,513.3,544.2,555.2,526.3,0,700.0,B,E,4.0,C,D,A,C,A,B,B,C,A,1320.0690239292844,2139.0,2839.0
159223,170002192574,BA,23.0,M,0.0,1,0,436.9,489.1,470.6,504.1,1,460.0,E,E,12.0,B,C,A,C,A,A,B,A,A,807.6637198580955,1900.7,2360.7
75013,170005777903,PE,20.0,M,0.0,1,0,622.4,608.0,568.3,514.2,1,680.0,E,C,4.0,B,C,A,D,A,A,B,A,A,1400.633373859974,2312.9,2992.9
90005,170005592963,SP,19.0,F,0.0,1,0,429.8,496.3,525.2,618.8,1,440.0,E,E,5.0,B,D,A,C,A,A,A,A,A,988.36599984511,2070.100000000001,2510.100000000001
178283,170000034023,BA,19.0,M,0.0,1,0,520.0,583.2,522.4,559.9,1,800.0,E,H,3.0,B,C,A,D,A,B,B,A,A,1590.9137060120602,2185.5,2985.5
195302,170002842550,MA,17.0,M,0.0,2,0,432.0,482.5,436.9,420.4,1,0.0,D,E,3.0,B,C,A,C,A,A,A,B,A,29.373782353581852,1771.8000000000006,1771.8000000000006
160348,170000385247,PE,27.0,M,0.0,1,0,508.6,521.4,522.3,535.1,0,720.0,B,B,7.0,B,C,A,C,A,B,B,A,A,1392.8123668854441,2087.4,2807.4
143423,170005443604,RS,17.0,F,0.0,2,0,554.2,594.9,568.3,642.9,0,760.0,G,E,4.0,B,C,B,E,B,B,B,B,A,8200.665888409698,2360.3,3120.3
28559,170005381025,SP,16.0,F,0.0,3,1,553.4,601.7,606.7,469.2,0,600.0,E,H,4.0,B,C,B,E,B,B,B,C,A,1549.8585791613568,2231.0,2831.0
171059,170003489067,RS,33.0,F,,1,0,473.7,504.2,407.8,518.5,1,640.0,B,B,6.0,B,D,A,C,A,B,B,A,A,2426.395103714124,1904.2,2544.2
188724,170002832640,CE,19.0,F,0.0,1,0,520.6,626.1,571.2,527.2,1,400.0,B,B,3.0,B,C,A,B,A,A,A,A,A,737.0182229096325,2245.100000000001,2645.100000000001
174239,170003624585,PA,21.0,F,0.0,1,0,590.2,559.1,552.6,396.4,0,720.0,G,E,6.0,C,C,B,E,A,B,A,A,A,6005.7944954927625,2098.3,2818.3
75101,170003741524,RJ,21.0,M,0.0,1,0,477.3,509.8,513.8,540.6,0,500.0,H,D,3.0,B,B,A,B,B,A,A,A,A,0.0,2041.5,2541.5
26114,170002460327,PE,20.0,F,0.0,1,0,422.2,521.0,523.5,448.8,1,580.0,E,E,3.0,B,C,A,D,A,A,B,A,D,1197.6203894378655,1915.5,2495.5
7043,170002702842,SC,22.0,F,0.0,1,0,707.1,649.9,625.3,769.5,1,680.0,E,D,3.0,B,D,B,D,A,B,B,A,D,2417.520588819753,2751.8,3431.8
58086,170004193791,MA,18.0,M,0.0,1,0,560.8,566.7,469.8,607.1,1,520.0,G,G,4.0,B,D,B,E,B,B,B,A,A,2401.714053574474,2204.4,2724.4
146478,170003890080,SE,36.0,F,1.0,1,0,405.6,402.0,371.4,383.7,1,480.0,A,A,4.0,B,B,A,B,A,B,B,A,A,742.2345663581082,1562.7,2042.7
148676,170000323117,PA,19.0,M,0.0,1,0,525.2,569.1,446.3,471.6,0,560.0,E,E,4.0,B,C,A,E,A,A,B,A,E,907.0692660702596,2012.2000000000005,2572.2000000000007
84344,170002821821,SP,18.0,M,0.0,2,0,482.3,539.4,561.5,613.1,0,480.0,D,C,2.0,B,C,B,D,B,B,B,B,A,2170.763147014004,2196.3,2676.3
128886,170001090855,PE,19.0,F,0.0,1,0,420.0,487.9,510.4,405.6,0,440.0,E,D,3.0,B,C,A,B,B,B,B,A,A,390.2119814465841,1823.9,2263.9
72495,170000628223,RJ,16.0,F,0.0,3,1,532.4,628.4,617.3,618.6,0,760.0,E,E,3.0,B,C,B,D,B,B,B,C,D,3198.520843296056,2396.7,3156.7
92618,170004288973,MA,21.0,F,0.0,1,0,543.3,439.2,498.4,486.4,1,660.0,D,D,5.0,B,C,A,C,A,A,A,A,A,340.23917348674667,1967.3,2627.3
173722,170006415072,PR,45.0,M,0.0,2,0,469.1,511.7,510.5,522.3,0,0.0,B,A,18.0,B,B,A,B,A,A,A,B,A,42.93218438712049,2013.6,2013.6
6757,170005263403,MA,19.0,F,0.0,1,0,447.8,452.4,497.7,365.5,1,640.0,D,D,6.0,B,C,B,E,A,B,B,A,A,976.310616028577,1763.4,2403.4
31994,170005607093,PB,22.0,M,0.0,1,0,549.1,578.1,587.3,538.1,1,400.0,B,B,6.0,B,C,A,C,B,A,B,A,C,1004.4470565222673,2252.6,2652.6
112437,170002841444,MA,21.0,M,0.0,1,0,476.3,472.2,487.2,432.3,0,620.0,B,B,4.0,A,B,A,B,A,A,A,A,A,246.18274214959519,1868.0,2488.0
15382,170001108832,RN,17.0,M,0.0,2,0,447.9,538.2,558.5,473.4,1,600.0,E,B,2.0,B,B,A,C,A,A,B,B,A,954.0336998904677,2018.0,2618.0
170705,170003873138,MA,22.0,M,0.0,1,0,407.8,513.6,418.4,487.1,1,0.0,B,E,7.0,B,D,A,B,A,A,A,A,A,436.2098023451386,1826.9,1826.9
18367,170004539865,PI,19.0,M,0.0,1,0,413.0,420.2,460.2,481.2,1,400.0,F,A,4.0,B,C,A,B,A,A,A,A,A,1071.4459467809731,1774.6,2174.600000000001
99465,170004109709,RJ,21.0,F,0.0,1,0,517.2,584.6,578.2,498.4,0,720.0,E,E,1.0,B,C,A,B,A,B,B,A,D,890.9393789473677,2178.4,2898.4
154030,170000018943,MG,19.0,F,0.0,1,0,502.2,505.9,437.0,513.9,1,640.0,B,F,5.0,B,D,B,E,A,B,B,A,A,2271.909510969161,1959.0,2599.0
65457,170003519772,AP,42.0,F,0.0,1,0,490.5,477.9,466.2,447.3,1,300.0,A,A,3.0,B,B,A,B,A,A,A,A,A,578.8215050156638,1881.9,2181.9
132118,170003269574,PI,18.0,F,0.0,3,0,501.3,508.8,470.0,517.1,1,540.0,E,D,4.0,B,C,A,C,A,A,B,C,A,955.54371178357,1997.2,2537.2
69045,170001834238,SP,26.0,F,0.0,1,0,438.8,456.9,530.3,472.6,1,380.0,A,B,5.0,B,B,A,C,B,B,B,A,A,1117.5250181549789,1898.6,2278.6
160886,170004712940,PA,20.0,F,0.0,1,0,401.3,397.4,489.1,414.1,1,520.0,C,D,8.0,B,C,A,B,A,A,A,A,A,957.0694492405777,1701.9,2221.9
62747,170004437587,PE,43.0,M,1.0,1,0,462.1,528.1,464.6,604.6,1,540.0,B,B,4.0,B,C,A,C,A,B,B,A,A,1241.81961943297,2059.4,2599.4
140396,170001217720,SP,17.0,M,0.0,2,0,461.7,555.7,562.7,660.4,0,560.0,B,B,6.0,B,C,B,D,A,A,B,B,C,2380.8956607639684,2240.5,2800.5
130515,170004059199,SP,22.0,F,1.0,1,0,574.2,554.1,504.4,526.6,1,0.0,C,E,2.0,B,B,A,C,A,A,B,A,A,1785.0334438304544,2159.3,2159.3
194296,170002990769,PR,16.0,F,0.0,2,0,476.6,468.3,530.7,360.7,0,440.0,F,F,4.0,C,D,B,B,B,B,B,B,B,6172.791454870618,1836.3,2276.3
195780,170005146961,PE,31.0,M,0.0,1,0,590.0,622.5,570.1,696.5,0,660.0,A,B,1.0,B,C,A,B,A,B,B,A,A,510.49717769521067,2479.1,3139.1
145830,170001352739,AM,19.0,F,0.0,1,0,597.3,610.0,613.6,415.6,0,520.0,F,F,4.0,C,B,B,E,A,B,B,A,D,4536.230386071165,2236.5,2756.5
114365,170000639204,CE,21.0,M,0.0,1,0,430.6,362.2,491.0,608.6,0,440.0,D,D,4.0,B,D,B,D,A,A,B,A,A,1129.3284296721852,1892.4,2332.4
112618,170000600271,MG,18.0,M,0.0,1,0,591.6,585.4,506.0,614.9,1,960.0,E,E,3.0,C,D,B,D,B,C,B,A,A,5693.80958037768,2297.9,3257.9
41248,170001045182,RS,18.0,M,0.0,2,0,408.7,450.0,428.8,518.7,1,500.0,F,C,5.0,B,C,B,B,B,A,B,B,A,1020.3831020078508,1806.2,2306.2
23904,170005459363,RJ,19.0,F,0.0,2,0,438.4,452.2,450.2,422.7,1,440.0,B,E,5.0,B,B,B,B,B,A,B,B,A,1545.367856455589,1763.5,2203.5
46920,170005378390,PE,19.0,M,0.0,1,0,439.8,523.0,531.2,573.7,1,560.0,D,G,4.0,B,C,B,E,A,A,B,A,A,1571.6769614142013,2067.7,2627.7
143015,170003268610,MA,21.0,M,0.0,1,0,446.1,475.3,490.0,416.7,1,480.0,C,D,5.0,B,D,A,D,A,B,B,A,B,133.32364288866313,1828.1,2308.100000000001
36071,170004037291,MT,19.0,M,0.0,1,0,575.3,493.1,489.7,422.6,0,520.0,B,B,4.0,B,C,A,C,A,B,B,A,A,1371.73419262091,1980.7000000000005,2500.7000000000007
180831,170006539127,SP,42.0,F,1.0,1,0,605.0,611.2,584.2,602.5,0,540.0,C,D,4.0,B,C,B,D,A,B,B,A,D,2574.7582228510378,2402.9,2942.9
38080,170001644313,RS,23.0,F,0.0,1,0,484.3,530.0,548.7,549.2,1,440.0,E,B,5.0,B,C,A,C,A,A,A,A,A,1373.110576287084,2112.2,2552.2
95193,170000955295,BA,24.0,F,0.0,1,0,436.8,581.2,554.1,411.6,0,480.0,D,B,2.0,B,C,A,B,A,A,A,A,A,490.39088544564817,1983.7,2463.7
109801,170000535386,PR,22.0,M,0.0,1,0,505.9,628.8,596.4,635.3,0,640.0,D,C,3.0,B,D,B,D,A,B,B,A,A,3995.6518016568257,2366.4,3006.4
167114,170005769279,MG,19.0,M,0.0,2,0,448.0,510.5,460.3,433.4,0,560.0,B,C,3.0,B,C,B,B,A,B,A,B,A,1778.4183427186429,1852.2,2412.2
129558,170002042963,MT,18.0,F,0.0,1,0,403.8,568.2,489.7,422.9,1,0.0,E,B,3.0,B,C,A,D,A,B,B,A,A,1074.927130545455,1884.6,1884.6
67506,170006030179,AC,16.0,F,0.0,3,1,508.7,500.5,389.6,404.8,1,400.0,D,B,4.0,B,D,B,D,A,B,A,C,A,195.0083995700732,1803.6,2203.600000000001
76831,170000028920,SP,19.0,M,0.0,2,0,482.8,391.0,485.1,377.8,1,440.0,E,D,3.0,B,D,A,D,B,B,B,B,A,569.5747005930504,1736.7,2176.7
125682,170001807882,GO,47.0,F,1.0,2,0,419.3,451.3,482.8,475.7,0,0.0,B,B,3.0,D,C,B,D,A,C,B,B,B,12370.859545646315,1829.1,1829.1
98517,170003405806,CE,17.0,M,0.0,2,0,602.3,635.3,524.5,749.5,1,480.0,B,B,4.0,B,E,B,D,A,B,B,B,A,1327.238102862546,2511.6,2991.6
183045,170000345477,RS,19.0,F,0.0,1,0,635.1,676.4,606.6,638.8,0,680.0,E,E,2.0,C,C,B,C,B,A,B,A,A,2273.710673200462,2556.9,3236.9
190640,170003060768,MA,31.0,F,0.0,1,0,466.7,466.5,428.5,419.2,1,320.0,B,B,4.0,B,E,A,B,A,A,A,A,A,252.4261979734568,1780.9,2100.9
103392,170003416667,MG,17.0,F,0.0,3,1,576.3,596.1,593.5,715.0,0,700.0,C,C,3.0,B,D,A,D,A,A,A,C,A,1509.167773372396,2480.9,3180.9
27671,170002938804,CE,24.0,M,0.0,1,0,515.5,594.7,551.6,513.9,1,480.0,B,C,4.0,B,E,A,B,A,A,A,A,A,303.4744494323258,2175.7000000000007,2655.7000000000007
35314,170006714554,MA,28.0,F,1.0,1,0,570.7,600.7,623.8,494.0,1,600.0,C,E,2.0,B,C,A,C,A,B,A,A,A,1238.1073911733415,2289.2,2889.2
1717,170005485426,CE,16.0,F,0.0,3,1,579.1,430.8,520.7,534.5,0,700.0,H,C,4.0,B,C,A,C,A,B,B,C,A,729.778196453473,2065.100000000001,2765.1000000000013
2278,170002382589,PI,18.0,F,0.0,1,0,427.9,444.0,353.6,478.6,1,480.0,A,B,3.0,A,C,A,B,A,A,A,A,A,771.2185605160569,1704.1,2184.1
150725,170002102597,AM,20.0,M,0.0,1,0,519.8,418.4,432.3,511.9,1,300.0,E,E,3.0,D,D,C,D,A,D,B,A,A,4221.976119571186,1882.4,2182.4
7632,170001222366,AL,24.0,F,0.0,1,0,522.4,447.3,507.2,576.9,1,600.0,B,B,3.0,C,B,A,C,A,A,B,A,A,391.3906462059736,2053.8,2653.8
196240,170005740726,RN,21.0,M,0.0,1,0,473.6,539.5,403.0,435.7,1,580.0,A,B,3.0,B,C,A,B,A,A,A,A,A,573.5833483217352,1851.8,2431.8
3404,170001199035,CE,18.0,M,0.0,1,0,627.2,653.4,632.9,780.8,0,760.0,F,E,2.0,B,D,A,C,B,B,B,A,D,10772.602793574615,2694.3,3454.3
150094,170006303762,MG,29.0,F,1.0,1,0,378.4,410.0,488.2,439.5,1,520.0,E,E,3.0,B,C,A,B,B,B,B,A,A,1798.2096365035886,1716.1,2236.1
161131,170004477385,MT,19.0,M,0.0,1,0,483.0,493.9,361.5,432.8,1,600.0,C,A,5.0,B,B,A,B,A,A,A,A,A,784.484356698184,1771.2,2371.2
56653,170005348874,PE,24.0,F,0.0,1,0,540.5,519.2,570.0,522.2,0,560.0,F,F,3.0,B,C,A,D,A,A,B,A,D,2581.302997140021,2151.9,2711.9
44349,170004620253,SC,16.0,F,0.0,3,1,469.9,562.3,568.9,617.8,0,520.0,G,G,5.0,C,D,C,E,B,C,B,C,D,8415.050735204257,2218.9,2738.9
169184,170004022092,SC,17.0,M,0.0,2,0,625.7,585.4,569.9,581.1,0,660.0,F,E,4.0,C,D,B,E,B,B,B,B,A,3669.932256248834,2362.1,3022.1
633,170002298295,RJ,17.0,M,0.0,2,0,451.0,386.3,398.9,410.5,1,520.0,E,E,7.0,B,C,B,E,B,C,B,C,A,1197.9461011305352,1646.6999999999994,2166.7
172137,170000781135,PE,17.0,F,0.0,1,0,559.6,533.2,462.9,549.0,0,580.0,B,B,4.0,B,C,A,D,A,B,B,A,A,1771.7076103532363,2104.7000000000007,2684.7000000000007
88916,170005381361,PE,18.0,M,0.0,2,0,391.9,457.9,521.9,613.5,0,500.0,C,C,4.0,B,C,A,B,B,A,B,B,A,898.1838819439992,1985.2,2485.2
110581,170002287274,PE,19.0,M,0.0,1,0,553.6,582.0,586.9,549.4,1,740.0,E,D,2.0,B,C,A,C,A,B,B,A,A,1786.6958428915946,2271.9,3011.9
154767,170004503807,PR,17.0,M,0.0,2,0,545.8,611.5,486.3,476.1,1,460.0,D,D,5.0,C,D,B,E,A,B,B,B,A,4607.133699436287,2119.7,2579.7
34809,170003105019,MT,15.0,F,0.0,3,1,433.1,500.1,468.7,433.5,0,500.0,H,H,2.0,B,B,A,B,A,A,A,C,A,655.9449804940838,1835.4,2335.4
149457,170003387693,MS,23.0,M,0.0,1,0,460.3,457.7,600.8,651.1,0,520.0,F,B,7.0,B,D,A,D,B,A,B,A,A,5335.894959994602,2169.9,2689.9
34169,170000070010,CE,18.0,F,0.0,2,0,552.0,495.8,569.9,552.8,1,640.0,E,E,3.0,B,C,A,B,A,B,B,B,A,161.41801219150636,2170.5,2810.5
55630,170004931277,MT,17.0,F,0.0,2,0,526.7,464.9,494.7,494.7,1,540.0,B,B,4.0,B,D,A,D,A,A,A,B,A,762.3570800048155,1981.0,2521.0
194801,170001683416,AM,36.0,F,1.0,1,0,449.2,375.1,530.4,389.9,1,440.0,B,C,2.0,B,A,B,B,A,A,B,A,A,1444.6251713094687,1744.6,2184.6
13830,170004565247,PR,17.0,M,0.0,3,1,471.8,545.9,556.0,586.7,1,520.0,H,D,3.0,B,D,B,D,B,B,B,C,A,1632.8561034632885,2160.4,2680.4
159649,170001435138,BA,20.0,M,0.0,1,0,531.3,591.0,550.7,446.0,1,800.0,E,E,3.0,B,D,B,B,A,B,B,A,A,111.28103930256428,2119.0,2919.0
77349,170003369459,SP,18.0,F,0.0,1,0,506.5,617.3,566.0,479.0,0,740.0,B,C,2.0,B,B,B,C,A,A,A,A,A,1797.3931681045278,2168.8,2908.8
70174,170001772946,SP,18.0,M,,2,0,462.8,452.1,483.8,444.9,1,420.0,C,E,5.0,B,C,B,E,A,A,B,B,A,514.1219048681016,1843.6,2263.6
93427,170005944806,SE,18.0,F,0.0,2,0,383.3,408.3,445.9,375.0,1,600.0,C,C,4.0,B,C,B,D,A,A,A,B,A,900.0061522167365,1612.5,2212.5
108264,170003002227,AM,17.0,F,0.0,2,0,425.5,495.7,497.8,433.0,1,540.0,H,E,10.0,B,C,A,B,B,B,B,B,A,1365.9740218131524,1852.0,2392.0
83170,170003956515,PE,21.0,F,0.0,1,0,476.0,483.7,521.9,381.5,0,580.0,C,E,5.0,B,C,A,B,B,B,B,A,A,1775.0594301393728,1863.1,2443.1
187261,170005088557,BA,21.0,F,0.0,1,0,461.0,451.5,482.3,535.9,1,560.0,B,B,3.0,B,C,A,B,A,B,A,A,A,232.28964112016675,1930.7,2490.7
163444,170004519505,PA,17.0,F,0.0,2,0,399.5,370.3,488.6,399.7,1,440.0,C,D,4.0,B,D,A,E,A,A,A,B,A,1232.9050823890989,1658.1,2098.100000000001
131190,170005527803,PE,31.0,M,0.0,1,0,413.9,403.9,525.5,482.0,0,460.0,C,B,2.0,B,C,A,C,A,A,A,A,A,697.351684570283,1825.3,2285.3
